wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
56.5 2.6746132298049267e-08 4.520244158297418e-09
57.5 2.3035573929639635e-08 4.889988771965486e-09
58.5 1.950238512278214e-07 3.6414187115521034e-08
59.5 3.404117866867287e-08 6.014343050765222e-09
60.5 7.839423517286558e-08 2.006770386795063e-08
61.5 6.29682193029236e-08 1.6913236512299678e-08
62.5 1.7069124842504913e-07 2.7337583494663432e-08
63.5 1.455293149712643e-07 2.0010818744872063e-08
64.5 2.0262587746444507e-08 3.6987370987932414e-09
65.5 1.9087585533159706e-08 3.3575342818932354e-09
66.5 2.135457282875085e-08 3.911368124627041e-09
67.5 1.7407609879327766e-08 3.5695265716955755e-09
68.5 3.871944236502956e-08 6.377034211609061e-09
69.5 2.8084535202238788e-08 6.1888600156397165e-09
70.5 6.561792832811733e-08 1.1982884135981455e-08
71.5 2.543866668899787e-08 5.518417681310323e-09
72.5 2.3830018074646067e-08 6.768357061565681e-09
73.5 1.694626252093639e-08 4.13605577671881e-09
74.5 2.5048375170024805e-08 5.751099384115511e-09
75.5 3.513092300957151e-08 7.76806514336801e-09
76.5 9.38546018300322e-08 1.8781150737667834e-08
77.5 8.239088340002031e-08 1.6512093046328086e-08
78.5 1.24537514856782e-07 2.2799610808183087e-08
79.5 8.73316397412539e-08 1.605609462399759e-08
80.5 6.890410333897176e-08 1.3526778115898507e-08
81.5 7.448941832429585e-08 1.463823811680402e-08
82.5 9.059373855055833e-08 1.8442628398914202e-08
83.5 2.2570197148478988e-07 4.249604510261303e-08
84.5 1.3019906971290726e-07 2.9055108886380317e-08
85.5 1.5804525807422125e-07 3.790091335853311e-08
86.5 1.8386143823586716e-07 4.69242690608001e-08
87.5 2.2387573932641033e-07 6.120449953008267e-08
88.5 2.6465791556067106e-07 7.714827679271924e-08
89.5 3.086230773190548e-07 9.422703728113577e-08
90.5 3.7706935651028115e-07 1.186000318846704e-07
91.5 3.238473260492823e-07 1.0419767832117425e-07
92.5 1.1030423471109053e-07 3.540077702096944e-08
93.5 1.1449782661311841e-07 3.6467700297852277e-08
94.5 8.423467551371987e-08 2.6538015158802515e-08
95.5 6.791464728094826e-08 2.1118450037937483e-08
96.5 4.91727505214651e-08 1.4946195328617615e-08
97.5 9.27169835557358e-07 3.3228637991166036e-07
98.5 1.023896777315708e-07 2.9269895912556388e-08
99.5 1.4583241852076172e-07 4.2490355690929145e-08
100.5 6.606841898073803e-08 3.019167749641027e-08
101.5 8.19621288801458e-08 2.4191940515032752e-08
102.5 7.056126886800549e-07 1.8833789322455988e-07
103.5 6.137285746883848e-07 1.3512814199765486e-07
104.5 9.677306228993276e-08 2.1577756348213158e-08
105.5 8.607758275347561e-08 1.4356174249898045e-08
106.5 8.925591129894142e-08 1.4355799204858321e-08
107.5 1.0108180511760172e-07 1.6919778998626755e-08
108.5 1.4476983133211562e-07 3.0371236846607965e-08
109.5 1.0560661811379656e-07 2.0339678281845236e-08
110.5 1.1788952206608552e-07 2.0962092187330176e-08
111.5 1.0578992322693258e-07 1.724097287208336e-08
112.5 1.0612524431586113e-07 1.6186726790939137e-08
113.5 6.694499218763665e-08 1.1831261821174999e-08
114.5 8.01920393638981e-08 1.3643037162891012e-08
115.5 9.309083595674146e-08 1.4747630383973679e-08
116.5 1.0809149701976943e-07 1.342525644045377e-08
117.5 3.631302367460317e-07 5.374787463493993e-08
118.5 1.3944323371814432e-07 2.388447220653461e-08
119.5 2.165761048153724e-07 2.005991647329461e-08
120.5 5.931493117899625e-07 1.2315837592116483e-07
121.5 2.2908683699502657e-05 3.98722323072053e-06
122.5 2.0433594957497498e-07 3.208719754557909e-08
123.5 1.1945354902945426e-07 1.905811118094559e-08
124.5 8.008160240583003e-08 1.2971153756631998e-08
125.5 6.860797217704882e-08 1.012689186795147e-08
126.5 8.437417474806053e-08 1.5105784006653593e-08
127.5 4.2435228516371086e-08 6.169718363402753e-09
128.5 3.099832087239599e-08 4.4629112208803405e-09
129.5 3.9618564862817676e-08 6.084555066894323e-09
130.5 2.4987610492837343e-07 3.678342024880838e-08
131.5 3.77455377473831e-08 5.806720311654747e-09
132.5 2.809265251298583e-08 4.2841823377694554e-09
133.5 2.5110437563455596e-07 4.309929502382502e-08
134.5 2.2722560891329647e-08 3.589863495792012e-09
135.5 4.964824225761626e-08 6.973120186033404e-09
136.5 2.8880916954201004e-08 4.250683002577937e-09
137.5 2.931702141440904e-08 4.415791829869475e-09
138.5 2.7566314962922133e-08 4.039843958977828e-09
139.5 6.701743799146471e-08 1.1548912164439353e-08
140.5 5.4084700773275245e-08 8.706502201201295e-09
141.5 3.0028670396915647e-08 4.473895378565638e-09
142.5 3.041702417648631e-08 4.672911971089745e-09
143.5 3.167023819299786e-08 4.704136715744268e-09
144.5 2.9268286921092558e-08 4.440850918159238e-09
145.5 2.8724691722704576e-08 4.568497566320798e-09
146.5 3.2990129569206694e-08 5.0225675140861074e-09
147.5 3.922766887014855e-08 6.047117391211644e-09
148.5 3.7921796647673944e-08 5.873984588503927e-09
149.5 3.219490756929473e-08 5.059167658673215e-09
150.5 3.412086310974682e-08 5.359962084126075e-09
151.5 3.48678387848406e-08 5.572476940053553e-09
152.5 3.992506868199595e-08 6.497612951809865e-09
153.5 4.143717823225965e-08 6.783884322017061e-09
154.5 6.619913378789197e-08 1.1303689210121283e-08
155.5 5.3869259365358573e-08 9.169254078370713e-09
156.5 4.8604510546376035e-08 8.270477098558749e-09
157.5 3.802687718863469e-08 6.660513024073458e-09
158.5 3.314302365418238e-08 5.941729046246357e-09
159.5 4.261806094210418e-08 7.418268032386737e-09
160.5 3.6560841664976124e-08 6.5026714941552046e-09
