wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
159.5 1.2004494066766356e-08 1.4176550596520109e-09
160.5 1.1211910670437279e-08 1.2971690306557987e-09
161.5 1.2702145500064194e-08 1.4885094684588138e-09
162.5 1.3651659923457176e-08 1.6041721456634466e-09
163.5 1.3771234038680813e-08 1.6320920735497763e-09
164.5 1.5700194875351516e-08 1.8592570879482772e-09
165.5 2.394457810675645e-08 2.8389744002795957e-09
166.5 1.5878948193138047e-08 1.906855224601341e-09
167.5 1.7931302558216752e-08 2.161483092522556e-09
168.5 1.8671742956723125e-08 2.242144263909061e-09
169.5 2.3984298609733557e-08 2.915164579452556e-09
170.5 2.6679749785767727e-08 3.279272341735239e-09
171.5 2.6235969406670326e-08 3.2797244967748295e-09
172.5 2.8566207725290072e-08 3.6139513234752682e-09
173.5 2.777314839341717e-08 3.5449536483705813e-09
174.5 3.365035089760472e-08 4.356874080204936e-09
175.5 4.054960716710644e-08 5.349980104607722e-09
176.5 4.3111714262544265e-08 5.767989977836458e-09
177.5 5.2106208241695105e-08 7.128077606163152e-09
178.5 5.754200647220379e-08 7.975628603203089e-09
179.5 5.813896636430341e-08 8.21942152968701e-09
180.5 7.364334859845527e-08 1.064950550049541e-08
181.5 8.526328331341886e-08 1.2684329442945757e-08
182.5 8.125342360086919e-08 1.2243196677606605e-08
183.5 8.559219252477465e-08 1.315260635906241e-08
184.5 7.343309530441548e-08 1.1543167503288066e-08
185.5 8.160565884154641e-08 1.3187610238101943e-08
186.5 9.144762698029949e-08 1.523081144197339e-08
187.5 9.926362044290596e-08 1.7074480963621734e-08
188.5 9.292234120480164e-08 1.661941488721476e-08
189.5 6.648527989748725e-08 1.256966256776396e-08
190.5 nan nan
191.5 nan nan
192.5 nan nan
193.5 nan nan
194.5 nan nan
190.5 1.1178802865755337e-07 2.107964858749171e-08
191.5 1.1614705454675888e-07 2.2320029732781897e-08
192.5 1.212326072366346e-07 2.3793666256668728e-08
193.5 9.180986361676609e-08 1.8407044565503513e-08
194.5 1.4641578872364074e-07 3.004070113819263e-08
195.5 1.3890305503109574e-07 2.9182832940884072e-08
196.5 1.531431921952928e-07 3.296913061568721e-08
197.5 1.5196043463918073e-07 3.355430735481613e-08
198.5 1.4959713961921744e-07 3.390789894244072e-08
199.5 1.585243302940842e-07 3.694438020855306e-08
200.5 1.6795980940173716e-07 4.026805500908458e-08
201.5 1.8308992982821954e-07 4.518738595061403e-08
202.5 1.7712736636627264e-07 4.502649424096589e-08
203.5 2.0029885857991131e-07 5.248346131514126e-08
204.5 2.167200707598272e-07 5.857524198870737e-08
205.5 2.1797688887677223e-07 6.078536585852501e-08
206.5 2.2109703769107948e-07 6.363997459170306e-08
207.5 2.500267359300048e-07 7.431380255017609e-08
208.5 2.817539713377268e-07 8.642476377321501e-08
209.5 4.007500324054628e-07 1.2684716052816678e-07
210.5 5.147259343324562e-07 1.6818066243423777e-07
211.5 6.131394727099088e-07 2.066995395536704e-07
212.5 5.749585378899401e-07 1.9994515520402696e-07
213.5 5.126898885453328e-07 1.8381968801497143e-07
214.5 7.222976375317276e-07 2.668299416563397e-07
215.5 5.842139448717727e-07 2.2221373499896183e-07
216.5 5.593111455231196e-07 2.1883140158797113e-07
217.5 5.387963271155695e-07 2.1662392657349458e-07
218.5 7.594675926902594e-07 3.134168552175615e-07
219.5 7.954714039612226e-07 3.365557027725738e-07
220.5 3.6487474018218233e-07 1.481637295377717e-07
221.5 2.7596606806613944e-07 1.4227643150164854e-07
222.5 4.297987616425609e-07 2.6380143920809863e-07
223.5 5.769722655593035e-07 4.0527794865432714e-07
224.5 5.58105676088126e-07 4.3689338652269995e-07
225.5 5.173532542908016e-07 4.428820665430462e-07
226.5 3.802026247048653e-07 3.5095309451401316e-07
227.5 4.0410995022306153e-07 3.9787608831621917e-07
228.5 6.058108920664692e-07 6.308066842650878e-07
229.5 5.365225007462978e-07 5.867748971738413e-07
230.5 6.81420292891402e-07 7.783557630037384e-07
231.5 6.110765530953944e-07 7.256139356287504e-07
232.5 6.867581041460275e-07 8.444000737135179e-07
233.5 5.973501438440683e-07 7.5797783227793e-07
234.5 5.030766438364176e-07 6.568911985537097e-07
235.5 8.378556163764497e-07 1.1229963397323007e-06
236.5 6.672693564930667e-07 9.160527301271806e-07
237.5 8.364221837109424e-07 1.1738846690314993e-06
238.5 5.931015843395559e-07 8.495388990652273e-07
239.5 7.589687339798272e-07 1.1078446034730416e-06
240.5 7.198740938201128e-07 1.0693929403823294e-06
241.5 8.671109518523704e-07 1.309372026608178e-06
242.5 1.3444985601942755e-06 2.0615287451421754e-06
243.5 1.2629536667164244e-06 1.964436172512436e-06
244.5 1.2374682661864236e-06 1.95085693742458e-06
245.5 1.00234582100178e-06 1.6003010686592743e-06
246.5 1.0306167955538958e-06 1.665162727236928e-06
247.5 1.2193898401913228e-06 1.992444801574323e-06
248.5 9.620164123758858e-07 1.5887192667670008e-06
249.5 1.26370956309015e-06 2.108079989135837e-06
