wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
59.5 4.146475673462756e-08 7.111117400518079e-09
60.5 1.0049395497067189e-07 2.529792787102137e-08
61.5 8.526198964006978e-08 2.258925410529763e-08
62.5 2.4329141315212563e-07 3.794265691260369e-08
63.5 2.1710648215933623e-07 2.9363230159293344e-08
64.5 3.149171329524794e-08 5.731195232369458e-09
65.5 3.083489670965373e-08 5.387459399379426e-09
66.5 3.58543003327253e-08 6.419163671822976e-09
67.5 3.040707230572686e-08 5.962466377852092e-09
68.5 7.040382937043182e-08 1.0040500104635148e-08
69.5 5.309714135440823e-08 1.0291393699220467e-08
70.5 1.2851549645770636e-07 1.696277374115799e-08
71.5 5.127713412208765e-08 8.272533159511287e-09
72.5 4.899099045568861e-08 1.1503366874351005e-08
73.5 3.514987160232574e-08 6.1810178133570875e-09
74.5 5.1818537764501574e-08 7.844590676042362e-09
75.5 7.169623053993051e-08 1.0142357754094678e-08
76.5 1.8722967676091509e-07 2.195675997219197e-08
77.5 1.596160643929875e-07 2.104644149958191e-08
78.5 2.3349108253138243e-07 2.7940066743814e-08
79.5 1.5835682523582485e-07 2.0962342055191296e-08
80.5 1.2100505765663634e-07 1.8746792417956952e-08
81.5 1.2696771764276807e-07 1.980229907135677e-08
82.5 1.501268318880624e-07 2.4060127693381262e-08
83.5 3.6365763264890125e-07 4.652053010049876e-08
84.5 2.0355054079326072e-07 3.246164615303861e-08
85.5 2.3878260220026383e-07 3.848411468056965e-08
86.5 2.6706934025169495e-07 4.212541466742042e-08
87.5 3.1111923962506684e-07 4.906307327375734e-08
88.5 3.5083577193439094e-07 5.6053845921849125e-08
89.5 3.9035451509480466e-07 6.20464630825465e-08
90.5 4.5669686009639865e-07 7.136720445015483e-08
91.5 3.7762254684602867e-07 5.962163423614836e-08
92.5 1.243266578776256e-07 1.880778142167048e-08
93.5 1.2467023294604275e-07 1.852576802414969e-08
94.5 8.805694497294277e-08 1.317060185792947e-08
95.5 6.763717351885958e-08 1.0326052828984575e-08
96.5 4.672707621077639e-08 7.047604349556787e-09
97.5 8.6100547219902e-07 2.1446278336209606e-07
98.5 9.661127286569569e-08 1.2768737184888365e-08
99.5 1.3709435252925703e-07 2.0252058333067682e-08
100.5 5.612209099364176e-08 1.1892075166676004e-08
101.5 7.076850769571209e-08 9.959408937190859e-09
102.5 5.651551377970491e-07 8.536617590087389e-08
103.5 4.550979757848943e-07 5.967804237930855e-08
104.5 6.656142450082828e-08 1.2307276192610524e-08
105.5 5.4076718229061755e-08 7.745788060524588e-09
106.5 4.9911035500545515e-08 7.0667884715281225e-09
107.5 4.9296981240507764e-08 6.919747243535999e-09
108.5 6.141258731067232e-08 1.1172459060384914e-08
109.5 3.968758872298338e-08 6.596997886090754e-09
110.5 4.0636659500954855e-08 6.7646831137631526e-09
111.5 3.487602702721289e-08 5.838342482255079e-09
112.5 3.474579167993316e-08 5.578292595007259e-09
113.5 2.231915444196759e-08 3.838062526147635e-09
114.5 2.749733531585936e-08 4.008327991794562e-09
115.5 3.26471659612259e-08 4.115867425632684e-09
116.5 3.763337954697038e-08 3.7260832955987554e-09
117.5 1.1601643590421019e-07 1.4827136498638768e-08
118.5 3.45510565347467e-08 4.137212353914562e-09
119.5 2.7614337285978887e-08 6.0073800234046684e-09
120.5 1.3487114635869388e-07 2.6359272196569618e-08
121.5 5.368395262721355e-06 8.583416150017831e-07
122.5 5.049222901035557e-08 7.155331348616316e-09
123.5 3.167525668574203e-08 4.5879967937723955e-09
124.5 2.2921201304568727e-08 3.3850060818802613e-09
125.5 2.1093218413545962e-08 2.779174368496494e-09
126.5 2.754521642579895e-08 4.574922163353897e-09
127.5 1.4502058048855608e-08 1.8685731133985996e-09
128.5 1.0928215834563287e-08 1.3867186625347872e-09
129.5 1.42105236881172e-08 1.951246730554532e-09
130.5 9.005247791781825e-08 1.1678018933885169e-08
131.5 1.3517642090889503e-08 1.847554666299684e-09
132.5 9.903994878545642e-09 1.3334520004280622e-09
133.5 8.647657530126018e-08 1.3446787391154415e-08
134.5 7.598571930273919e-09 1.0616980881313282e-09
135.5 1.6050986066462362e-08 1.9081855450389343e-09
136.5 9.000869720758662e-09 1.1355220040305937e-09
137.5 8.794930886707164e-09 1.139642091049398e-09
138.5 7.961255010378325e-09 9.890163846452248e-10
139.5 1.867227320808231e-08 2.8626654317815983e-09
140.5 1.4609236691798294e-08 2.0435076192819645e-09
141.5 7.928778798740927e-09 9.927011083950925e-10
