wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
160.5 1.9828647819181898e-09 3.751203047993887e-10
161.5 2.2093071181528822e-09 4.707971286908024e-10
162.5 2.3362491197882884e-09 5.545010411728411e-10
163.5 2.3204220575885454e-09 6.097028916620629e-10
164.5 2.607300385081701e-09 7.515627531569665e-10
165.5 3.924162689664392e-09 1.2328058736481258e-09
166.5 2.572211659780732e-09 8.758172981243775e-10
167.5 2.8764392289920462e-09 1.05270097447742e-09
168.5 2.9723982354524482e-09 1.1602405040818529e-09
169.5 3.797815131476031e-09 1.5726517292497464e-09
170.5 4.21247310809911e-09 1.8377979940840834e-09
171.5 4.140869054530654e-09 1.8918518912372647e-09
172.5 4.518242338270963e-09 2.1478687982725404e-09
173.5 4.412744667483831e-09 2.1702899689307247e-09
174.5 5.382891286369403e-09 2.7268170291514563e-09
175.5 6.543918043474795e-09 3.4013969382107602e-09
176.5 7.031438827594163e-09 3.736652314872428e-09
177.5 8.601765183624565e-09 4.664780551415517e-09
178.5 9.626286351203003e-09 5.3163330015456495e-09
179.5 9.865521808222875e-09 5.5478999345526765e-09
180.5 1.2683877527598673e-08 7.2671864333323e-09
181.5 1.4911680267783486e-08 8.719470214392363e-09
182.5 1.4432385829542002e-08 8.624003173423944e-09
183.5 1.544071122250381e-08 9.463262954878654e-09
184.5 1.3452363330438695e-08 8.493370891773495e-09
185.5 1.5176879345815185e-08 9.92557949886047e-09
186.5 1.7259517830941557e-08 1.1766963912802133e-08
187.5 1.900404945393904e-08 1.3608190335983326e-08
188.5 1.803674873786253e-08 1.3688876108714903e-08
189.5 1.3077123636074228e-08 1.0636603289694056e-08
190.5 nan nan
191.5 nan nan
192.5 nan nan
193.5 nan nan
194.5 nan nan
190.5 1.8316249404049476e-08 1.5852638750974273e-08
191.5 1.935781010536765e-08 1.688511349621623e-08
192.5 2.0547825953647102e-08 1.8067301867864514e-08
193.5 1.5820027717641846e-08 1.4024025570193389e-08
194.5 2.5640716974603497e-08 2.292075710531516e-08
195.5 2.471208926200775e-08 2.227993427265191e-08
196.5 2.766675654491034e-08 2.5161998359023163e-08
197.5 2.7863523647736902e-08 2.556770342293981e-08
198.5 2.7824574968504492e-08 2.5765568717316914e-08
199.5 2.98900387829823e-08 2.7938727957163617e-08
200.5 3.208156917194521e-08 3.0275689458739197e-08
201.5 3.539937338871172e-08 3.3735777325348085e-08
202.5 3.4635681957560597e-08 3.334075647634581e-08
203.5 3.9574234528174484e-08 3.8488761213298475e-08
204.5 4.3219450501922954e-08 4.2480500922637104e-08
205.5 4.3827432660916944e-08 4.354688224442321e-08
206.5 4.476526137088053e-08 4.497581199643571e-08
207.5 5.090855127547769e-08 5.1735753655165226e-08
208.5 5.761015461147572e-08 5.923375862209495e-08
209.5 8.215994905790941e-08 8.549391709271666e-08
210.5 1.0563476268386332e-07 1.1128881474657766e-07
211.5 1.2574029161762504e-07 1.341625858382942e-07
212.5 1.1760615193237414e-07 1.2713550482472592e-07
213.5 1.0439387355268216e-07 1.1438210681974091e-07
214.5 1.4610573142489026e-07 1.623197749470208e-07
215.5 1.1714266183499332e-07 1.3201633685438248e-07
216.5 1.1091989171142016e-07 1.2685826735644128e-07
217.5 1.0543286326074823e-07 1.2242909273830968e-07
218.5 1.4628626925091447e-07 1.7255290756004805e-07
219.5 1.5044495332405777e-07 1.8035624518960932e-07
220.5 1.3574580394680486e-07 1.798809749226337e-07
221.5 9.724460421776749e-08 1.2909612918312302e-07
222.5 1.438719253927582e-07 1.9133969937541018e-07
223.5 1.8395560646197638e-07 2.450878854976629e-07
224.5 1.6988631994021325e-07 2.2674850791158628e-07
225.5 1.5067986695548492e-07 2.0147214306868088e-07
226.5 1.0616204645848168e-07 1.4220112207112738e-07
227.5 1.0837473392748318e-07 1.4542013981366616e-07
228.5 1.5630212812313604e-07 2.1009857876171115e-07
229.5 1.3337798179218667e-07 1.795975893781703e-07
230.5 1.634553115328941e-07 2.204809859150002e-07
231.5 1.4162580705277866e-07 1.9136714231905291e-07
232.5 1.5397444274445587e-07 2.0841154133599428e-07
233.5 1.297093787207558e-07 1.7587015772440832e-07
234.5 1.0591105538453198e-07 1.438481428207339e-07
235.5 1.7119022252052697e-07 2.3290547852355654e-07
236.5 1.3244173597114533e-07 1.8049392975461867e-07
237.5 1.6141732941899493e-07 2.2035303384648532e-07
238.5 1.1138314298495866e-07 1.5230716799718186e-07
239.5 1.3881121210617962e-07 1.9012894498667186e-07
240.5 1.2831969247455145e-07 1.7605165269321412e-07
241.5 1.5074959858450064e-07 2.0716802598175666e-07
242.5 2.2812837469423164e-07 3.14023005061424e-07
243.5 2.0927719830789783e-07 2.8854848203304696e-07
244.5 2.0037730957803247e-07 2.7673141027437567e-07
245.5 1.58695217590271e-07 2.1952424361137436e-07
246.5 1.5963029220471127e-07 2.2117632368229473e-07
247.5 1.8486794055690267e-07 2.5655744207170716e-07
248.5 1.42830622321112e-07 1.9853833724900162e-07
249.5 1.8382952226741038e-07 2.559371654849272e-07
