wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
139.5 7.763816110225339e-08 1.3347272144441242e-08
140.5 6.278108028499287e-08 1.00765826899439e-08
141.5 3.4977966980117334e-08 5.190932625648307e-09
142.5 3.551341906528041e-08 5.432114470389511e-09
143.5 3.6907698003646985e-08 5.451687731344416e-09
144.5 3.381487412952558e-08 5.09968013069268e-09
145.5 3.264575318755529e-08 5.16214340568696e-09
146.5 3.664728009255316e-08 5.545944234587824e-09
147.5 4.247882217190228e-08 6.516785108766206e-09
148.5 4.0129353121445266e-08 6.195522554233065e-09
149.5 3.353536567004931e-08 5.2594107279019654e-09
150.5 3.532066507528015e-08 5.53992692326767e-09
151.5 3.6137621999458674e-08 5.762384414128605e-09
152.5 4.1458502282218594e-08 6.7238655310963104e-09
153.5 4.2739124076997726e-08 6.969026502638944e-09
154.5 6.68280646445694e-08 1.1383298839117364e-08
155.5 5.2668757041512395e-08 8.977039624989112e-09
156.5 4.6449547038660655e-08 7.953745195433539e-09
157.5 3.688702036140704e-08 6.499923019873427e-09
158.5 3.303078737006792e-08 5.92499288969456e-09
159.5 3.482187881815497e-08 6.23599530453045e-09
160.5 3.366175225703357e-08 6.173604887061867e-09
